,Filename,UtteranceName,Speaker,Text,Start,End,Length
55,CA-LJ-MJ,14_Parent_CA-LJ-MJ,Parent,"Heumm, on s'en sert dans la salle de bain.",191.0,200.0,9
59,CA-LJ-MJ,15_Parent_CA-LJ-MJ,Parent,On s'en s... s'en sert dans la...,200.0,215.0,7
63,CA-LJ-MJ,16_Parent_CA-LJ-MJ,Parent, Comme ça?,215.0,219.0,2
67,CA-LJ-MJ,17_Parent_CA-LJ-MJ,Parent, Non.,219.0,229.0,1
71,CA-LJ-MJ,18_Parent_CA-LJ-MJ,Parent,Comme ça?,229.0,231.0,2
77,CA-LJ-MJ,19_Parent_CA-LJ-MJ,Parent,Attends... ,234.0,249.0,1
81,CA-LJ-MJ,20_Parent_CA-LJ-MJ,Parent,Pas très chaude là hein? Heu...,249.0,255.0,6
85,CA-LJ-MJ,21_Parent_CA-LJ-MJ,Parent,"C'est un, c'est heum, en plastique ou des fois en bois.",255.0,271.0,11
89,CA-LJ-MJ,22_Parent_CA-LJ-MJ,Parent," Mais en fait, il est grand ça distore complètement la vision de la taille. Je t'ai dit que c'est comme ça.",271.0,285.0,21
93,CA-LJ-MJ,23_Parent_CA-LJ-MJ,Parent, Oui!,285.0,298.0,1
97,CA-LJ-MJ,24_Parent_CA-LJ-MJ,Parent,"C'est heu, c'est un objet long. Comme ça.",298.0,304.0,8
101,CA-LJ-MJ,25_Parent_CA-LJ-MJ,Parent,"Ouais bravo!  Ben dis donc! Allez à toi! Tu vas voir, je suis hyper forte!",304.0,315.0,15
105,CA-LJ-MJ,26_Parent_CA-LJ-MJ,Parent,ça y est t'as trouvé?,315.0,317.0,5
109,CA-LJ-MJ,27_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet?,317.0,320.0,5
113,CA-LJ-MJ,28_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet qu'on a dans une maison?,320.0,327.0,10
117,CA-LJ-MJ,29_Parent_CA-LJ-MJ,Parent,Souvent. Est-ce que c'est un objet qui tient dans la main?,327.0,337.0,11
121,CA-LJ-MJ,30_Parent_CA-LJ-MJ,Parent,"Je sais pas, est-ce que la taille heu, est-ce que la taille heu... Je t'entends pas très bien Léonie, tu veux bien remettre ton micro peut-être un peu?",337.0,347.0,28
125,CA-LJ-MJ,31_Parent_CA-LJ-MJ,Parent,"Ah ouais, C'est là, c'est l'autre, il est derrière.",347.0,351.0,9
129,CA-LJ-MJ,32_Parent_CA-LJ-MJ,Parent,"Ah ouais, je t'entends vachement mieux! C'est mieux! Donc, est-ce que, est-ce que c'est quelque chose qu'on peut transporter qui tient dans la main?",351.0,366.0,24
133,CA-LJ-MJ,33_Parent_CA-LJ-MJ,Parent,"Ah les deux, est-ce que, est-ce qu'on peut le manipuler avec des mains d'humains?",366.0,371.0,14
137,CA-LJ-MJ,34_Parent_CA-LJ-MJ,Parent,"Ouais. Ahm... Le soulever quoi, c'est pas très lourd?",371.0,377.0,9
141,CA-LJ-MJ,35_Parent_CA-LJ-MJ,Parent,"Est-ce que... Ah, ça peut être lourd, une valise?",377.0,383.0,9
145,CA-LJ-MJ,36_Parent_CA-LJ-MJ,Parent,"Ahm... Donc c'est est-ce, est-ce que c'est quelque chose qui reste stable ou qu'on amène avec soi?",383.0,390.0,17
149,CA-LJ-MJ,37_Parent_CA-LJ-MJ,Parent,"Ah oui, c'est pas loin de la valise quand même. Serait genre un cartable, heu, un sac à main...",390.0,397.0,19
157,CA-LJ-MJ,38_Parent_CA-LJ-MJ,Parent," Ben oui, c'est difficile de, bon moi j'ai en fait, je vais te dire un truc, j'ai une liste. Donc ahm...",405.0,412.0,21
161,CA-LJ-MJ,39_Parent_CA-LJ-MJ,Parent, Mais toi faut que t'inventes. C'est plus amusant non quand même?,412.0,419.0,11
165,CA-LJ-MJ,40_Parent_CA-LJ-MJ,Parent,"Ouais, c'est chouette. Alors heu, ça y est, moi j'ai mon deuxième mot du coup hein.",419.0,433.0,16
169,CA-LJ-MJ,41_Parent_CA-LJ-MJ,Parent,Alors quelle drôle de question... Heu...,433.0,438.0,6
173,CA-LJ-MJ,42_Parent_CA-LJ-MJ,Parent,"Et ouais mais si c'est, si c'est heu, si c'est un animal par exemple? ça dépend du sexe? ça peut être les deux.",438.0,450.0,23
177,CA-LJ-MJ,43_Parent_CA-LJ-MJ,Parent,Ouais!,450.0,451.0,1
181,CA-LJ-MJ,44_Parent_CA-LJ-MJ,Parent,... C'est pas un ni oui ni non hein.,451.0,455.0,9
185,CA-LJ-MJ,45_Parent_CA-LJ-MJ,Parent,Elle m'a dit  que c'était pas un ni oui ni non donc heu.,455.0,463.0,13
189,CA-LJ-MJ,46_Parent_CA-LJ-MJ,Parent,Non.,463.0,465.0,1
193,CA-LJ-MJ,47_Parent_CA-LJ-MJ,Parent,Non.,465.0,470.0,1
197,CA-LJ-MJ,48_Parent_CA-LJ-MJ,Parent,"Heum, ah mince! Je heu, je heum... Hmmm...",470.0,477.0,8
201,CA-LJ-MJ,49_Parent_CA-LJ-MJ,Parent," Non, c'est pas le tatou",477.0,482.0,5
205,CA-LJ-MJ,50_Parent_CA-LJ-MJ,Parent,"Je crois , je crois que c'est un mammifère. Oui oui, c'est un mammifère. Oui oui, c'est un mammifère.",482.0,494.0,19
209,CA-LJ-MJ,51_Parent_CA-LJ-MJ,Parent,Oui.,494.0,527.0,1
213,CA-LJ-MJ,52_Parent_CA-LJ-MJ,Parent,"Ah je sais pas heu, c'est c'est c'est c'est, à mon avis plus grand, plus grand qu'un humain. Mais ça dépend si c'est un bébé. Hah. Mais heum...",527.0,538.0,28
217,CA-LJ-MJ,53_Parent_CA-LJ-MJ,Parent,"Non. Non non, tu sais c'est ce genre de mammifère où on est jamais sûr et les enfants, ils disent que c'est pas des mammifères parce-qu'ils pensent que les mammifères c'est sur terre.",538.0,551.0,33
221,CA-LJ-MJ,54_Parent_CA-LJ-MJ,Parent,"Ben non, justement.",551.0,552.0,3
225,CA-LJ-MJ,55_Parent_CA-LJ-MJ,Parent,"Beh ouais, c'est un dauphin! C'est un mammifère le dauphin, c'est bien ça?",552.0,557.0,13
229,CA-LJ-MJ,56_Parent_CA-LJ-MJ,Parent,"Ouais hein, c'est ça, il me semble bien. C'est, c'était le dauphin! Tout à fait! A toi ma belle!",557.0,574.0,19
233,CA-LJ-MJ,57_Parent_CA-LJ-MJ,Parent,"Alors, est-ce que c'est un animal?",574.0,578.0,6
237,CA-LJ-MJ,58_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet?,578.0,582.0,5
241,CA-LJ-MJ,59_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet qui est dans les maisons?,582.0,588.0,10
245,CA-LJ-MJ,60_Parent_CA-LJ-MJ,Parent,Un cartable!,588.0,596.0,2
249,CA-LJ-MJ,61_Parent_CA-LJ-MJ,Parent,"Ouais, pourquoi pas. Un sac à main?",596.0,600.0,7
253,CA-LJ-MJ,62_Parent_CA-LJ-MJ,Parent,"Non, bon c'est pas un cartable. Donc c'est un... Quelque chose que tu as sous les yeux?",600.0,610.0,17
257,CA-LJ-MJ,63_Parent_CA-LJ-MJ,Parent,Un ordinateur?,610.0,613.0,2
261,CA-LJ-MJ,64_Parent_CA-LJ-MJ,Parent,"Alors, donc c'est un objet qui est dans le salon, c'est un objet qui t'appartient?",613.0,624.0,15
265,CA-LJ-MJ,65_Parent_CA-LJ-MJ,Parent,Qui appartient à ta soeur?,624.0,631.0,5
269,CA-LJ-MJ,66_Parent_CA-LJ-MJ,Parent,"Ok, parce-qu'il appartient pas à ton papa ni à moi?",631.0,637.0,10
273,CA-LJ-MJ,67_Parent_CA-LJ-MJ,Parent,Heuu... Est-ce que c'est un objet qui vous sert à l'école?,637.0,643.0,11
277,CA-LJ-MJ,68_Parent_CA-LJ-MJ,Parent,"Est-ce que c'est un objet heu, hm... Qui se lit?",643.0,651.0,10
281,CA-LJ-MJ,69_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet qui sert à manger?,651.0,655.0,9
285,CA-LJ-MJ,70_Parent_CA-LJ-MJ,Parent,Est-ce que c'est un objet qui sert à faire de la musique?,655.0,659.0,12
289,CA-LJ-MJ,71_Parent_CA-LJ-MJ,Parent,"Eh mais ils sont à moi les instruments que...  Des maracas? Les oeufs là tchitchi, qu'on a secoué?",659.0,671.0,18
293,CA-LJ-MJ,72_Parent_CA-LJ-MJ,Parent,"Mais c'est heu... c'est uns des, uns des instruments de percussions? Qu'on a utilisé?",671.0,680.0,14
297,CA-LJ-MJ,73_Parent_CA-LJ-MJ,Parent,Mais c'est un instrument de musique?,680.0,684.0,6
301,CA-LJ-MJ,74_Parent_CA-LJ-MJ,Parent,"Ah c'est pas un instrument de musique. C'est pas de la percussion, c'est pas un instrument de musique. Tu penses que ça appartient à ta soeur, et c'est sous tes yeux. Ah non, le tchik tchik tchik tchik... Le, comment ça s'appelle...",684.0,702.0,42
305,CA-LJ-MJ,75_Parent_CA-LJ-MJ,Parent," Ah, le métronome!",702.0,707.0,3
309,CA-LJ-MJ,76_Parent_CA-LJ-MJ,Parent,"C'est ça, c'est un métronome. Oh trop fort!",707.0,710.0,8
313,CA-LJ-MJ,77_Parent_CA-LJ-MJ,Parent,"Ouais. Bravo. Alors heu, il nous reste encore une minute je crois si j'ai bien, si j'ai bien noté. Alors, on voit pa assez ton visage Léonie, il faudrait que tu baisses un petit peu l'écran pour qu'on voit plus.",710.0,725.0,40
317,CA-LJ-MJ,78_Parent_CA-LJ-MJ,Parent,"Voilà super! Ouais. han! T'es belle! Non t'es, mais là du coup, tu redispparaît. Rebai, rebaisses un peu ton... Tu vois parce-que, ou alors tu re... voilà! Et là, tu peux te vautrer. Voilà, comme ça on te vois bien. Heu, donc c'est à moi maintenant, c'est ça?",725.0,743.0,48
321,CA-LJ-MJ,79_Parent_CA-LJ-MJ,Parent,"Moi! Alors heu, ça y est, donc j'ai le le troisième mot.",743.0,753.0,12
325,CA-LJ-MJ,80_Parent_CA-LJ-MJ,Parent,Est-ce que c'est vivant?,753.0,759.0,4
329,CA-LJ-MJ,81_Parent_CA-LJ-MJ,Parent,Techniquement oui c'est vivant.,759.0,764.0,4
333,CA-LJ-MJ,82_Parent_CA-LJ-MJ,Parent,Ben ouais c'est ça! Donc c'est vivant.,764.0,774.0,7
337,CA-LJ-MJ,83_Parent_CA-LJ-MJ,Parent, Non.,774.0,780.0,1
341,CA-LJ-MJ,84_Parent_CA-LJ-MJ,Parent,Non malheureusement.,780.0,789.0,2
345,CA-LJ-MJ,85_Parent_CA-LJ-MJ,Parent,"Oh y'en a pas mal ici dans la région. En fait, c'est une plante dont on mange une partie.",789.0,798.0,19
349,CA-LJ-MJ,86_Parent_CA-LJ-MJ,Parent,", heu, non. C'est pas des radis.",798.0,807.0,7
353,CA-LJ-MJ,87_Parent_CA-LJ-MJ,Parent,Non.,807.0,813.0,1
357,CA-LJ-MJ,88_Parent_CA-LJ-MJ,Parent,Pardon?,813.0,815.0,1
361,CA-LJ-MJ,89_Parent_CA-LJ-MJ,Parent,"Oui c'est ça, c'est heu...",815.0,817.0,5
365,CA-LJ-MJ,90_Parent_CA-LJ-MJ,Parent,"D'ailleurs c'est le fruit dont je, heu que je voudrais que tu trouves.",817.0,824.0,13
369,CA-LJ-MJ,91_Parent_CA-LJ-MJ,Parent,"On appelle l'avocat, l'arbre qui produit des avocats. E heum, mais non c'est pas ça. C'est bien meilleur.",824.0,842.0,18
373,CA-LJ-MJ,92_Parent_CA-LJ-MJ,Parent," Heu oui, mais c'est, non c'est pas ce...  c'est pas un figuier. Mais eufaut que tu trouves euh, le fruit en fait. Pas la plante.",842.0,854.0,25
377,CA-LJ-MJ,93_Parent_CA-LJ-MJ,Parent,Non.,854.0,862.0,1
381,CA-LJ-MJ,94_Parent_CA-LJ-MJ,Parent,Ouais.,862.0,868.0,1
385,CA-LJ-MJ,95_Parent_CA-LJ-MJ,Parent,"Non, malheureusement.",868.0,880.0,2
389,CA-LJ-MJ,96_Parent_CA-LJ-MJ,Parent,"Heum... Comme ça. ça dépend des fois y'en a des petites, puis des fois y'en a des vraiment énormes. Mais on peut toujours en mettre une entière dans la bouche.",880.0,894.0,30
393,CA-LJ-MJ,97_Parent_CA-LJ-MJ,Parent, Et oui c'est rouge.,894.0,902.0,4
397,CA-LJ-MJ,98_Parent_CA-LJ-MJ,Parent,Non!,902.0,904.0,1
401,CA-LJ-MJ,99_Parent_CA-LJ-MJ,Parent,"Ouais. C'est la fraise. Et tu sais quoi? On a fait nos, on a fait nos dix minutes de jeux. Donc maintenant, heu, il faut qu'on discute, il faut heu, ce qu'il faudrait qu'on discute, c'est un petit peu heum, par exemple, faut que tu me dise heu ce que tu penses de ce jeu.",904.0,931.0,55
405,CA-LJ-MJ,100_Parent_CA-LJ-MJ,Parent,"Ah oui oui, t'aurais fait un un un, t'avais d'autres idées de de mots. Donc t'aurais eu, t'aurais aimé qu'on joue plus longtemps en fait hein? Un peu comme si on faisait des heures et des heures de voi...",931.0,940.0,39
409,CA-LJ-MJ,101_Parent_CA-LJ-MJ,Parent,"Heu, ouais.",940.0,943.0,2
413,CA-LJ-MJ,102_Parent_CA-LJ-MJ,Parent,"Après c'est assez ri... Ouais. C'est rigolo de, de faire ça heu avec la visio là aussi. Je trouve ça marrant. Est-ce que c'est le jeu auquel tu joues des fois avec les enfants de ton école? Vous faites ça des fois?",943.0,959.0,42
417,CA-LJ-MJ,103_Parent_CA-LJ-MJ,Parent,Non?,959.0,965.0,1
421,CA-LJ-MJ,104_Parent_CA-LJ-MJ,Parent,"Vous discutez, vous faites pas, vous faites pas des jeux.",965.0,972.0,10
425,CA-LJ-MJ,105_Parent_CA-LJ-MJ,Parent,Mm. Et est-ce que y'a des mots que t'as trouvé plus difficiles que d'autres? Lequel t'as préféré chercher?,972.0,998.0,18
429,CA-LJ-MJ,106_Parent_CA-LJ-MJ,Parent,Mm-mm.,998.0,1002.0,1
433,CA-LJ-MJ,107_Parent_CA-LJ-MJ,Parent," Moi j'ai le sentiment que le premier mot, effectivement, t'étais pas très très concentré en fait. Tu tu, c'était un peu, t'as eu du mal à te, à te mettre en route.",1002.0,1015.0,32
437,CA-LJ-MJ,108_Parent_CA-LJ-MJ,Parent,Ouais. Ouais. Et les autres?,1015.0,1022.0,5
441,CA-LJ-MJ,109_Parent_CA-LJ-MJ,Parent,Hmm-mm. Tu les a trouvé plus facile?,1022.0,1031.0,7
445,CA-LJ-MJ,110_Parent_CA-LJ-MJ,Parent,Mm-mm. Est-ce que tu trouves que je t'ai trop aidé ou heu...,1031.0,1045.0,12
449,CA-LJ-MJ,111_Parent_CA-LJ-MJ,Parent," Ben en fait, moi à partir du moment où c'était ni oui ni non, et qu'il fallait que ça dure un peu, en fait, je pense que l'objectif des chercheurs c'était de te faire réfléchir. Donc heu, je t'ai pas toute de suite dit mais comme j'avais envie quand même qu'on passe un bon moment, je me suis dit je pouvais te donner un petit peu des heu, des indices.",1045.0,1063.0,70
453,CA-LJ-MJ,112_Parent_CA-LJ-MJ,Parent,Quand même hein. Toi tu m'as pas donné d'indice!,1063.0,1070.0,9
457,CA-LJ-MJ,113_Parent_CA-LJ-MJ,Parent,Non parce-que j'ai trouvé quand même.,1070.0,1077.0,6
461,CA-LJ-MJ,114_Parent_CA-LJ-MJ,Parent,"Heum... Tiens, je ne, je sais plus... Le métronome, il me semble c'est Marie-Pierre qui nous l'a offert, et je crois qu'elle l'a offert à Romane en fait.",1077.0,1089.0,28
465,CA-LJ-MJ,115_Parent_CA-LJ-MJ,Parent,"Mais en fait, non tu sais, je crois qu'elle a offert à vous deux, elle elle, c'est parce-que Romane devait avoir 5 ou 6 ans. Tu vois, elle a dû dire euh, j'offre à vos filles euh, de quoi faire de la musique, si voulez leur faire faire de la musique heu.",1089.0,1105.0,52
469,CA-LJ-MJ,116_Parent_CA-LJ-MJ,Parent,"Bon, heum, moi j'ai trouvé que la la dernière heu, la dernière recherche heu, c'était c'était bien sur la fraise là, parce-que, on on voyait vraiment dans ton regard les ""tcchh"", les idées qui passaient et j'ai vu que tu pensais cerise, heu, c'est c'était drôle de...",1105.0,1129.0,47
473,CA-LJ-MJ,117_Parent_CA-LJ-MJ,Parent,"Oui c'est ça , donc en fait, t'as utilisé, tu vois dès qu'on, dès dès qu'on est plus a oui ou non, on peut trou... On peut donner des tas d'indices quoi. Et puis, si c'était des épinards, je t'aurais dit ""oh, malheureusement non"", c'était un peu...  ou des endives.",1129.0,1146.0,50
477,CA-LJ-MJ,118_Parent_CA-LJ-MJ,Parent,"Non tout à fait. Mais en fait, jt'avais dit malheureusement non, avant de te dire que c'était un fruit je crois non?",1146.0,1155.0,22
481,CA-LJ-MJ,119_Parent_CA-LJ-MJ,Parent,D'accord.,1155.0,1159.0,1
485,CA-LJ-MJ,120_Parent_CA-LJ-MJ,Parent,Ok.,1159.0,1171.0,1
489,CA-LJ-MJ,121_Parent_CA-LJ-MJ,Parent,"Ha! Ben oui oui c'est ça. Ah non, c'est vrai que j'aimerais bien avoir un figuier mais non on a pas de figuier. Bon, écoutes, est-ce que tu trouves que c'était difficile ce jeu ou bof, heu plutôt facile? Un peu trop enfantin peut-être?",1171.0,1189.0,44
493,CA-LJ-MJ,122_Parent_CA-LJ-MJ,Parent,"Ouais. Tu sais qu'en fait, il existe des versions extrêmement difficiles de ce jeu parce-que je pourrais, imaginer un truc que tu trouverais jamais. Ah jsais pas, là j'ai trouvé, j'ai trouvé des, utilisé des mots qui étaient relativement simples. Mais si par exemple je pensais heu, à lobe de l'oreille.",1189.0,1214.0,51
497,CA-LJ-MJ,123_Parent_CA-LJ-MJ,Parent,Tu penses?,1214.0,1222.0,2
501,CA-LJ-MJ,124_Parent_CA-LJ-MJ,Parent,"Non non, je te donnerais aucun indice parce-qu'on ferait une version extrêmement difficile du jeu.",1222.0,1239.0,15
505,CA-LJ-MJ,125_Parent_CA-LJ-MJ,Parent,"Mm-mm. Et heu, ou heu, mais je pense que ce qu'il se passerait c'est si que, si je prenais un truc trop difficile, en fait, au bout d'un moment tu te lasserai.",1239.0,1256.0,32
509,CA-LJ-MJ,126_Parent_CA-LJ-MJ,Parent,"Arrêtes c'est nul maintenant ce jeu. Ouais. Bon, ben écoutes, et il y a un message dans le chat, ah oui non ça c'était ""on voit pas trop son visage"". ça c'est, j'ai déjà vu. Coubra, je crois qu'on a terminé, à moins que vous ayez d'autres, d'autres choses je crois que...",1256.0,1273.376,52
5,CA-LJ-MJ,127_Child_CA-LJ-MJ,Child,Ok.,9.0,19.0,1
9,CA-LJ-MJ,128_Child_CA-LJ-MJ,Child,Ok.,19.0,46.0,1
13,CA-LJ-MJ,129_Child_CA-LJ-MJ,Child,"Donc en gros, tu dois essayer de me faire deviner un mot, c'est ça?",46.0,55.0,14
17,CA-LJ-MJ,130_Child_CA-LJ-MJ,Child,Ok.,55.0,66.0,1
21,CA-LJ-MJ,131_Child_CA-LJ-MJ,Child,"Est-ce que c'est un adjec, un adjectif?",66.0,74.0,7
25,CA-LJ-MJ,132_Child_CA-LJ-MJ,Child,"Mm. Est-ce que c'est un nom plutôt genre ""une"" ou ""un""?",74.0,89.0,11
29,CA-LJ-MJ,133_Child_CA-LJ-MJ,Child,"Heu, est-ce que, est-ce que c'est uni ou est-ce que ça a plusieurs couleurs?",89.0,114.0,14
33,CA-LJ-MJ,134_Child_CA-LJ-MJ,Child,Mm. Est-ce que c'est un objet ou quelque chose d'illusion?,114.0,126.0,10
37,CA-LJ-MJ,135_Child_CA-LJ-MJ,Child,Est-ce que c'est plus petit ou gros?,126.0,143.0,7
41,CA-LJ-MJ,136_Child_CA-LJ-MJ,Child,Hmm... Est-ce que une des deux couleurs c'est blanc?,143.0,160.0,9
45,CA-LJ-MJ,137_Child_CA-LJ-MJ,Child,Ok. Mm. Est-ce que c'est un livre-magazine? Est-ce que ça se lit?,160.0,172.0,12
49,CA-LJ-MJ,138_Child_CA-LJ-MJ,Child,Ah ok. Est-ce que on joue avec?,172.0,189.0,7
53,CA-LJ-MJ,139_Child_CA-LJ-MJ,Child,Ouais je veux bien ,189.0,199.0,4
57,CA-LJ-MJ,140_Child_CA-LJ-MJ,Child,On quoi? On s'enferme?,199.0,202.0,4
61,CA-LJ-MJ,141_Child_CA-LJ-MJ,Child,"Ah on s'en sert... Ok. Mm-mm. Est-ce que ce serait pas euh, une serviette de bain?",202.0,218.0,16
65,CA-LJ-MJ,142_Child_CA-LJ-MJ,Child,Un gant de toilette!,218.0,223.0,4
69,CA-LJ-MJ,143_Child_CA-LJ-MJ,Child,"Heum, un lavabo peut-être?",223.0,230.0,4
73,CA-LJ-MJ,144_Child_CA-LJ-MJ,Child,"Non, c'est pas petit. ",230.0,238.0,4
79,CA-LJ-MJ,145_Child_CA-LJ-MJ,Child,Un plus petit lavabo? Heu...,238.0,251.0,5
83,CA-LJ-MJ,146_Child_CA-LJ-MJ,Child, c'est peut-être la balance?,251.0,260.0,4
87,CA-LJ-MJ,147_Child_CA-LJ-MJ,Child,Plastique ou en bois? Un tabouret?,260.0,283.0,6
91,CA-LJ-MJ,148_Child_CA-LJ-MJ,Child,Comme ça?,283.0,286.0,2
95,CA-LJ-MJ,149_Child_CA-LJ-MJ,Child," Ok. Petite comme ça. Ouh, j'ai aucune idée en fait.",286.0,303.0,10
99,CA-LJ-MJ,150_Child_CA-LJ-MJ,Child,Une brosse à dent!,303.0,311.0,4
103,CA-LJ-MJ,151_Child_CA-LJ-MJ,Child,Heuu... Ok,311.0,316.0,2
107,CA-LJ-MJ,152_Child_CA-LJ-MJ,Child,Mm.,316.0,319.0,1
111,CA-LJ-MJ,153_Child_CA-LJ-MJ,Child,Oui.,319.0,324.0,1
115,CA-LJ-MJ,154_Child_CA-LJ-MJ,Child,"Oui, un peu. Fin, souvent.",324.0,333.0,5
119,CA-LJ-MJ,155_Child_CA-LJ-MJ,Child,"Qui tient la main, tu veux dire, entièrement? Ou que tu peux ?",333.0,344.0,13
123,CA-LJ-MJ,156_Child_CA-LJ-MJ,Child,"Oui, je , c'est mal mit. Heu non attends... ",344.0,350.0,9
131,CA-LJ-MJ,157_Child_CA-LJ-MJ,Child,"Et qui tient, je comprends pas, qui tient dans la main comme ça? Que tu peux mettre dans la main comme ça? Ou qui tient dans la main comme ça.",359.0,370.0,30
135,CA-LJ-MJ,158_Child_CA-LJ-MJ,Child,Oui.,370.0,377.0,1
139,CA-LJ-MJ,159_Child_CA-LJ-MJ,Child,ça peut être lourd.,377.0,381.0,4
143,CA-LJ-MJ,160_Child_CA-LJ-MJ,Child,Non.,381.0,388.0,1
147,CA-LJ-MJ,161_Child_CA-LJ-MJ,Child,Qu'on amène avec soi.,388.0,395.0,4
151,CA-LJ-MJ,162_Child_CA-LJ-MJ,Child,C'est ça! Un cartable!,395.0,400.0,4
155,CA-LJ-MJ,163_Child_CA-LJ-MJ,Child,"En fait, je vais t'avouer, j'ai un peu pris le premier truc qui m'est tombé sous les yeux ",400.0,411.0,18
159,CA-LJ-MJ,164_Child_CA-LJ-MJ,Child,Ah.,411.0,417.0,1
163,CA-LJ-MJ,165_Child_CA-LJ-MJ,Child,"Oui, c'est amusant aussi en fait.",417.0,427.0,6
167,CA-LJ-MJ,166_Child_CA-LJ-MJ,Child,Est-ce que c'est féminin ou masculin?,427.0,435.0,6
171,CA-LJ-MJ,167_Child_CA-LJ-MJ,Child,Tu peux me dire ni l'un ni l'autre si c'est un verbe ou un adjectif hein.,435.0,449.0,16
175,CA-LJ-MJ,168_Child_CA-LJ-MJ,Child,Donc c'est un mi...,449.0,451.0,4
183,CA-LJ-MJ,169_Child_CA-LJ-MJ,Child,Oui.,454.0,460.0,1
187,CA-LJ-MJ,170_Child_CA-LJ-MJ,Child,Est-ce que ça a des poils?,460.0,464.0,6
191,CA-LJ-MJ,171_Child_CA-LJ-MJ,Child,Est-ce que ça a des plumes?,464.0,467.0,6
195,CA-LJ-MJ,172_Child_CA-LJ-MJ,Child,Est-ce que c'est un mammifère?,467.0,475.0,5
199,CA-LJ-MJ,173_Child_CA-LJ-MJ,Child,C'est le tatou?,475.0,480.0,3
203,CA-LJ-MJ,174_Child_CA-LJ-MJ,Child,J'imaginais au pif ce que je me disais...,480.0,491.0,8
207,CA-LJ-MJ,175_Child_CA-LJ-MJ,Child,"Est-ce que, du coup, est-ce qu'il a un peu de muscle?",491.0,500.0,11
211,CA-LJ-MJ,176_Child_CA-LJ-MJ,Child,"C'est pas un éléphant... Heum... Est-ce que c'est hmm, c'est... C'est gros comment?",500.0,536.0,13
215,CA-LJ-MJ,177_Child_CA-LJ-MJ,Child,C'est un éléphant?,536.0,548.0,3
219,CA-LJ-MJ,178_Child_CA-LJ-MJ,Child,"Ah, c'est une baleine.",548.0,551.0,4
223,CA-LJ-MJ,179_Child_CA-LJ-MJ,Child,"Non, c'est un dauphin!",551.0,556.0,4
227,CA-LJ-MJ,180_Child_CA-LJ-MJ,Child,Je crois ouais.,556.0,565.0,3
231,CA-LJ-MJ,181_Child_CA-LJ-MJ,Child,"Heu... ça y est, j'ai une idée.",565.0,577.0,7
235,CA-LJ-MJ,182_Child_CA-LJ-MJ,Child,Non.,577.0,580.0,1
239,CA-LJ-MJ,183_Child_CA-LJ-MJ,Child,Oui.,580.0,587.0,1
243,CA-LJ-MJ,184_Child_CA-LJ-MJ,Child,Heu... Oui.,587.0,590.0,2
247,CA-LJ-MJ,185_Child_CA-LJ-MJ,Child,Non. ... On a le droit de faire deux fois de suite le même mot?,590.0,600.0,15
251,CA-LJ-MJ,186_Child_CA-LJ-MJ,Child,Non.,600.0,608.0,1
255,CA-LJ-MJ,187_Child_CA-LJ-MJ,Child,Oui.,608.0,612.0,1
259,CA-LJ-MJ,188_Child_CA-LJ-MJ,Child,Non!,612.0,622.0,1
263,CA-LJ-MJ,189_Child_CA-LJ-MJ,Child,Non.,622.0,626.0,1
267,CA-LJ-MJ,190_Child_CA-LJ-MJ,Child,"Oui. Fin, je joue les malignes.",626.0,634.0,6
271,CA-LJ-MJ,191_Child_CA-LJ-MJ,Child,Ben je pense pas.,634.0,641.0,4
275,CA-LJ-MJ,192_Child_CA-LJ-MJ,Child,Non.,641.0,648.0,1
279,CA-LJ-MJ,193_Child_CA-LJ-MJ,Child,Qui se lisent? Non.,648.0,653.0,4
283,CA-LJ-MJ,194_Child_CA-LJ-MJ,Child,Non.,653.0,657.0,1
287,CA-LJ-MJ,195_Child_CA-LJ-MJ,Child,Oui.,657.0,665.0,1
291,CA-LJ-MJ,196_Child_CA-LJ-MJ,Child,"Mais ils appartiennent pas à Romane les maracas, de toute façon, elles sont dans ma chambre donc heu, ils appartiennent pas plus à Romane qu'à moi.",665.0,677.0,26
295,CA-LJ-MJ,197_Child_CA-LJ-MJ,Child,Non.,677.0,682.0,1
303,CA-LJ-MJ,198_Child_CA-LJ-MJ,Child,  ... oui ou non?,699.0,706.0,4
307,CA-LJ-MJ,199_Child_CA-LJ-MJ,Child,"Oui, c'est ça.",706.0,709.0,3
311,CA-LJ-MJ,200_Child_CA-LJ-MJ,Child,Hm-mm.,709.0,724.0,1
315,CA-LJ-MJ,201_Child_CA-LJ-MJ,Child,Comme ça?,724.0,742.0,2
319,CA-LJ-MJ,202_Child_CA-LJ-MJ,Child,Mm.,742.0,751.0,1
323,CA-LJ-MJ,203_Child_CA-LJ-MJ,Child,Est-ce que c'est vivant?,751.0,754.0,4
327,CA-LJ-MJ,204_Child_CA-LJ-MJ,Child,Oui.,754.0,762.0,1
331,CA-LJ-MJ,205_Child_CA-LJ-MJ,Child,Est-ce que c'est une plante?,762.0,766.0,5
335,CA-LJ-MJ,206_Child_CA-LJ-MJ,Child,Ben oui donc c'est vivant. Hm-mm! Est-ce que c'est un cactus?,766.0,777.0,11
